股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code
688047.SH,龙芯中科,166.23,汽车芯片;MCU芯片;国产操作系统;信创;东数西算(算力);芯片概念;鸿蒙概念;百度概念;机器人概念;商业航天;DeepSeek概念;沪股通;融资融券,上证180;上证AB股;上证A股;上证上市公司;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创创业50;科创板,6.61236532,3.06611738E9,405781300.0,10.334528076463556,13,66658230000.0,1.8731477E7,941749130.0,535967830.0,158.88,167.88,157.67,166.23,6.548229,17,688047
688536.SH,思瑞浦,268.1,汽车芯片;MCU芯片;共封装光学(CPO);芯片概念;智能座舱;5G;传感器;人形机器人;专精特新;安防;机器人概念;无人机;储能;股权转让(并购重组);沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,12.95079205,2.59557846E9,290821590.0,25.975002349403265,16,36367491269.9,1.0109056E7,837489820.0,546668230.0,240,272.3,239,268.1,14.029322,17,688536
688709.SH,成都华微,37.67,汽车芯片;MCU芯片;存储芯片;商业航天;芯片概念;量子科技;军工;无人驾驶;人形机器人;脑机接口;东数西算(算力);机器人概念;人工智能;央企国企改革;西部大开发;国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,-7.19389012,6.34996827E8,29459037.0,-11.468860164512328,18,8353181275.17,1.7369068E7,121475908.0,92016871.0,34.45,38,34.45,37.67,8.745996,17,688709
688595.SH,芯海科技,34.26,汽车芯片;MCU芯片;AI PC;星闪概念;AI眼镜;芯片概念;消费电子概念;小米概念;传感器;物联网;华为概念;鸿蒙概念;无人机;专精特新;机器人概念;锂电池概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,-1.55172414,1.87049787E8,647056.9000000022,1.3010053222944935,18,4936643584.08,5481475,20664073.6,20017016.7,34,34.77,33.51,34.26,3.620689,17,688595
301536.SZ,星宸科技,82.45,汽车芯片;毫米波雷达;芯片概念;汽车电子;AI眼镜;消费电子概念;小米概念;智能穿戴;传感器;机器视觉;星闪概念;卫星导航;无人机;专精特新;无人驾驶;东数西算(算力);虚拟现实;新能源汽车;机器人概念;低空经济;车联网(车路协同);安防;多模态AI;腾讯概念;海峡两岸;网络安全;人脸识别;数据安全;人工智能;智能家居;移动支付;福建自贸区;融资融券;深股通,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.74535679,6.55727181E8,13535963.0,-1.0560422416896622,34,15434084451.9,7948106,106096111.0,92560148.0,81.38,83.46,81.33,82.45,2.602639,33,301536
688693.SH,锴威特,96.0,汽车芯片;第三代半导体;芯片概念;专精特新;新能源汽车;无人机;充电桩;智能电网;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,7.52688172,8.4463521E8,66972127.0,16.646415552855412,9,3734823744.0,9069103,231290952.0,164318825.0,90.9,97,87.16,96.0,11.021505,17,688693
688110.SH,东芯股份,143.77,汽车芯片;存储芯片;智能穿戴;消费电子概念;芯片概念;5G;安防;车联网(车路协同);专精特新;回购增持再贷款概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,6.57524092,5.01886784E9,425843970.0,23.24903557651093,12,63582247707.66,3.5500301E7,1670015800.0,1244171830.0,142.1,145.3,137.11,143.77,6.071163,17,688110
688691.SH,灿芯股份,122.8,汽车芯片;存储芯片;MCU芯片;中芯国际概念;芯片概念;小米概念;5G;专精特新;卫星导航;上海自贸区;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,15.8490566,2.03495358E9,320527930.0,25.30612244897959,12,8960103228.0,1.7496281E7,697847700.0,377319770.0,108.36,125,108,122.8,16.037735,17,688691
688601.SH,力芯微,52.85,汽车芯片;AI手机;AI眼镜;芯片概念;汽车电子;消费电子概念;小米概念;机器人概念;创投;比亚迪概念;民爆概念;融资融券;沪股通,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,4.34353406,8.86483241E8,113482475.0,5.153203342618391,13,7065659195.0,1.650602E7,286988327.0,173505852.0,50.91,55.42,50.91,52.85,8.904244,17,688601
603266.SH,天龙股份,20.23,汽车热管理;智能家居;无人驾驶;新能源汽车;机器人概念;传感器;低空经济;毫米波雷达;汽车电子;无人机;消费电子概念;芯片概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,2.63825469,6.0211545E7,1413387.0,-0.8333333333333243,12,4023478952.5,2976917,3518569.0,2105182.0,19.99,20.45,19.85,20.23,3.04414,17,603266
605255.SH,天普股份,102.04,汽车热管理;长安汽车概念;新能源汽车;燃料电池;沪股通;股权转让(并购重组),上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,2.09104552,2.12341299E8,620461.0,-8.31161829454578,6,13681523200.0,2058700,17289202.0,16668741.0,99.59,107.07,99.3,102.04,7.773886,17,605255
300594.SZ,ST朗进,18.3,汽车热管理;液冷服务器;数据中心;空气能热泵;比亚迪概念;飞行汽车(eVTOL);芯片概念;新能源汽车;专精特新;农机;低空经济;高铁;充电桩;光伏概念;换电概念;烟草;储能;风电;回购增持再贷款概念;ST板块,ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司;风险警示板,-20.01748252,2.65639046E8,120866524.0,-30.205949656750562,20,1665169612.5,1.4512421E7,138446584.0,17580060.0,18.3,18.5,18.3,18.3,0.874125,33,300594
002823.SZ,凯中精密,16.24,汽车热管理;燃料电池;新能源汽车;比亚迪概念;特斯拉概念;机器人概念;人民币贬值受益;锂电池概念;无人驾驶;风电;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.37082818,9.06399396E7,5598468.0,2.6548672566371563,11,3554751789.68,5589774,6583889.0,985421.0,16.15,16.38,16.05,16.24,2.039555,33,002823
300403.SZ,汉宇集团,10.9,汽车热管理;减速器;人形机器人;机器人概念;新能源汽车;小米概念;传感器;机器视觉;家用电器;腾讯概念;高压快充;智能家居;汽车电子;充电桩;粤港澳大湾区;一带一路;垃圾分类;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.01946247,1.0925971E8,5155474.0,-8.403361344537814,19,4654941901.0,9969124,18886476.0,13731002.0,10.8,11.12,10.75,10.9,3.429101,33,300403
002965.SZ,祥鑫科技,29.43,汽车热管理;华为汽车;飞行汽车(eVTOL);智能座舱;小米汽车;机器视觉;新型工业化;特斯拉概念;小米概念;新能源汽车;人形机器人;比亚迪概念;无人驾驶;机器人概念;一体化压铸;低空经济;5G;华为概念;粤港澳大湾区;液冷服务器;充电桩;宁德时代概念;数据中心;创投;光伏概念;储能;信创;华为数字能源;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.70850202,1.25560045E8,74243.40000000037,-1.900000000000001,30,5603934345.3,4267349,6550890.0,6476646.6,29.58,29.68,29.28,29.43,1.349527,33,002965
301181.SZ,标榜股份,44.53,汽车热管理;飞行汽车(eVTOL);比亚迪概念;新能源汽车;低空经济;长安汽车概念;宁德时代概念;燃料电池;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-0.71348941,7.33575592E7,69381.0,-5.776555226407103,9,3978431455.19,1647814,9199965.0,9130584.0,44.85,45,44.01,44.53,2.207357,33,301181
301535.SZ,浙江华远,18.83,汽车电子;专精特新;无人驾驶;智能座舱;小米概念;小米汽车;长安汽车概念;新能源汽车;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.21197668,3.8013659E7,1765923.0,-2.5866528711846875,10,3197260901.94,2018700,1983423.0,217500.0,19.03,19.03,18.7,18.83,1.748807,33,301535
301106.SZ,骏成科技,35.8,汽车电子;智能家居;星闪概念;智能座舱;消费电子概念;5G;PCB概念;电力物联网;家用电器;比亚迪概念;智能电网;新型烟草(电子烟);新能源汽车;两轮车;股权转让(并购重组);融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.402746,2.04466826E8,7610641.300000001,8.320726172465962,16,3655711093.0,5633769,27943975.3,20333334.0,34.73,37.94,34.6,35.8,9.553775,33,301106
301608.SZ,博实结,93.3,汽车电子;消费电子概念;智能穿戴;专精特新;智能家居;无人驾驶;物联网;智能物流;车联网(车路协同);卫星导航;人工智能;两轮车;移动支付;换电概念;百度概念;腾讯概念;网约车;DeepSeek概念;共享单车;蚂蚁集团概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.21390374,8.63616735E7,690812.0,3.5860997002331563,22,3726136095.0,929054,7252208.0,6561396.0,92.9,93.5,92.1,93.3,1.497326,33,301608
603400.SH,华之杰,67.69,汽车电子;消费电子概念;新能源汽车;充电桩;机器人概念;人民币贬值受益;储能;智能家居;锂电池概念;注册制次新股;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,2.96623061,1.10095631E8,10924928.0,2.467453829851643,12,1353800000.0,1640137,19141951.0,8217023.0,65.74,68.65,65.2,67.69,5.247946,17,603400
600071.SH,凤凰光学,19.42,汽车电子;消费电子概念;机器视觉;芯片概念;太赫兹;新型工业化;安防;华为汽车;机器人概念;华为概念;物联网;2025年报预增;储能;锂电池概念;央企国企改革;国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-3.14214464,1.20667303E8,409749.0,-5.406721870433509,18,5468164924.38,6212855,8485520.0,8075771.0,19.7,19.7,19.2,19.42,2.493765,17,600071
603380.SH,易德龙,36.88,汽车电子;消费电子概念;5G;新能源汽车;机器人概念;数据中心;医疗器械概念;独角兽概念;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,2.2172949,7.8840964E7,3760118.0,5.0113895216401065,9,5917071456.0,2154350,4915589.0,1155471.0,35.9,37.21,35.77,36.88,3.99113,17,603380
000338.SZ,潍柴动力,31.2,汽车电子;同花顺出海50;数据中心;高端装备;无人驾驶;新能源汽车;农机;比亚迪概念;燃料电池;储能;人民币贬值受益;氢能源;车联网(车路协同);锂电池概念;固态电池;智能物流;DeepSeek概念;AI智能体;国企改革;深股通;融资融券;同花顺漂亮100;高股息精选;证金持股,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,3.48258706,5.36603569E9,268404940.0,5.798575788402852,24,156108982286.4,1.69633923E8,1427803330.0,1159398390.0,30.9,32.66,30.81,31.2,6.135986,33,000338
301525.SZ,儒竞科技,69.9,汽车电子;人形机器人;专精特新;汽车热管理;新能源汽车;数据中心;机器人概念;空气能热泵;冷链物流;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.04076323,9.088144E7,2072246.0,-5.591572123176661,11,3453143670.3,1297811,10326986.0,8254740.0,68.74,70.68,68.65,69.9,2.934374,33,301525
688665.SH,四方光电,48.96,汽车电子;传感器;小米概念;新能源汽车;专精特新;PM2.5;储能;锂电池概念;固态电池;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,1.76678445,3.8091535E7,686482.3300000001,2.92200966996006,11,4954377015.36,783100,2813291.23,2126808.9,48.06,49.28,47.88,48.96,2.909997,17,688665
603950.SH,长源东谷,55.65,汽车电子;比亚迪概念;飞行汽车(eVTOL);新能源汽车;2025年报预增;低空经济;股权转让(并购重组);沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,-1.04907539,4.92774215E8,18461477.4,-12.787964268923371,8,18008718420.0,8747680,52240542.0,33779064.6,56.2,58.38,55.3,55.65,5.476529,17,603950
300790.SZ,宇瞳光学,29.0,汽车电子;AI眼镜;消费电子概念;小米概念;机器视觉;虚拟现实;无人驾驶;安防;新能源汽车;无人机;华为概念;机器人概念;车联网(车路协同);智能家居;职业教育;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,2.43730131,4.35036214E8,706996.0,-3.010033444816049,16,9414035477.0,1.494119E7,50434640.0,49727644.0,28.7,29.79,28.63,29.0,4.097492,33,300790
301529.SZ,福赛科技,138.11,汽车电子;5G;传感器;比亚迪概念;新能源汽车;中俄贸易概念;回购增持再贷款概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,11.88431627,7.92738398E8,86548752.0,15.854374633000603,9,6247890616.1,6016496,217798801.0,131250049.0,122.52,139.98,121.41,138.11,15.043745,33,301529
002037.SZ,保利联合,8.55,汽车拆解概念;民爆概念;土壤修复;国企改革;一带一路;西部大开发;水利;新疆振兴;雅下水电概念;央企国企改革;芯片概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.27020785,1.54288354E8,4030731.0,3.5108958837772506,13,4137204489.3,1.796384E7,14066796.0,10036065.0,8.84,8.85,8.46,8.55,4.503464,33,002037
002603.SZ,以岭药业,17.04,禽流感;流感;仿制药一致性评价;幽门螺杆菌概念;医药电商;创新药;阿尔茨海默概念;养老概念;京津冀一体化;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.41249263,2.81392135E8,7942627.0,2.342342342342346,11,23456139087.36,1.6455134E7,28890100.0,20947473.0,16.92,17.22,16.9,17.04,1.88568,33,002603
002166.SZ,莱茵生物,8.78,禽流感;合成生物;工业大麻;代糖概念;啤酒概念;农业种植;参股银行;乡村振兴;西部大开发;回购增持再贷款概念;人民币贬值受益;专精特新;新型烟草(电子烟);股权转让(并购重组);深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.21187427,9.11974147E7,9087543.5,-0.22727272727274261,16,6484780031.5,1.0414205E7,11620911.5,2533368.0,8.76,8.8,8.69,8.78,1.280558,33,002166
300839.SZ,博汇股份,14.66,氢能源;专精特新;东数西算(算力);液冷服务器,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.01809325,1.13910046E8,2990817.0,-1.1463250168577204,4,4246841575.62,7792125,12266713.0,9275896.0,14.48,14.78,14.39,14.66,2.713987,33,300839
603813.SH,*ST原尚,37.0,氢能源;ST板块;燃料电池;统一大市场;粤港澳大湾区;冷链物流;智能物流;数字经济,*ST;上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;风险警示板,1.36986301,3.9633658E7,1444884.0,11.077754428099663,8,3885555000.0,1102200,3896217.0,2451333.0,35.5,37.18,35.1,37.0,5.69863,22,603813
688021.SH,奥福科技,30.3,氢能源;燃料电池;专精特新;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,16.31477927,1.9359798E8,13330134.599999998,28.17258883248731,4,2315335625.1,6711489,27302886.9,13972752.3,26.25,30.35,26.05,30.3,16.506717,17,688021
002531.SZ,天顺风能,12.02,氢能源;风电;海工装备;绿色电力;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.52027027,7.66553848E8,21126712.0,-5.205047318611989,6,21477159293.98,6.5281403E7,126616716.0,105490004.0,11.84,12.1,11.28,12.02,6.925675,33,002531
002068.SZ,黑猫股份,9.51,PVDF概念;锂电池概念;固态电池;回购增持再贷款概念;碳中和;国企改革;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,6.13839286,3.92486626E8,37334642.0,11.488862837045726,8,6989653342.71,4.1701329E7,72039784.0,34705142.0,8.92,9.6,8.92,9.51,7.589285,33,002068
300056.SZ,中创环保,11.1,PVDF概念;钙钛矿电池;锂电池概念;固废处理;垃圾分类;金属回收;污水处理;燃料电池;福建自贸区;海峡两岸;金属铜;PPP概念;东数西算(算力);黄金概念;算力租赁;深股通;股权转让(并购重组),全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,2.77777778,3.90053851E8,14511449.0,19.35483870967741,17,4275698832.3,3.5447611E7,89853024.0,75341575.0,10.75,11.26,10.65,11.1,5.648148,33,300056
300343.SZ,ST联创,6.56,PVDF概念;氟化工概念;锂电池概念;ST板块;宁德时代概念;钠离子电池;固态电池;消毒剂;比亚迪概念;建筑节能,ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司;风险警示板,0.92307692,5.905249E7,3281987.0,0.3058103975535103,10,6994399191.84,8998600,11299589.0,8017602.0,6.5,6.63,6.49,6.56,2.153846,33,300343
300388.SZ,节能国祯,8.19,PPP概念;新型城镇化;污水处理;地下管网;国企改革;央企国企改革;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.24479804,5.60563794E7,2408121.0,-1.0869565217391288,7,5577735871.89,6827628,7997777.0,5589656.0,8.14,8.3,8.14,8.19,1.958384,33,300388
002573.SZ,清新环境,3.74,PPP概念;土壤修复;固废处理;污水处理;国企改革;雄安新区;煤化工概念;碳中和;天然气;水利;京津冀一体化;金属回收;创投;PM2.5;金属铜;数字孪生;机器人概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,3.31491713,8.20458208E7,4456853.300000001,3.8888888888888924,19,5284631889.46,2.1907223E7,15095269.3,10638416.0,3.66,3.79,3.63,3.74,4.419889,33,002573
603255.SH,鼎际得,31.19,POE胶膜;TOPCON电池,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.31959092,5.0279614E7,3618278.0,6.961591220850484,2,1892460985.12,1617800,5558255.0,1939977.0,31.16,31.49,30.69,31.19,2.556727,17,603255
300572.SZ,安车检测,30.58,PM2.5;换电概念;粤港澳大湾区;新能源汽车;比亚迪概念;充电桩;机器人概念;军工;一体化压铸;创投;人工智能;新疆振兴;深股通;股权转让(并购重组),全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,5.59392265,3.43594485E8,62561919.0,7.562434048540269,14,5614448888.18,1.13848E7,97719786.0,35157867.0,28.81,30.7,28.65,30.58,7.078729,33,300572
002859.SZ,洁美科技,51.0,PET铜箔;消费电子概念;超导概念;专精特新;锂电池概念;宁德时代概念;固态电池;可控核聚变;一带一路;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,3.03030303,5.12783723E8,15864743.0,11.89118034225538,11,20700867768.0,1.0276207E7,63783628.0,47918885.0,49.3,51.09,48.35,51.0,5.535353,33,002859
688020.SH,方邦股份,147.52,PET铜箔;PCB概念;华为手机;先进封装;消费电子概念;5G;小米概念;专精特新;华为概念;稀土永磁;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,7.13144517,1.16732814E9,32503685.0,25.303660919052074,11,12154025280.0,8105659,315164280.0,282660595.0,135.19,150.53,135.19,147.52,11.140159,17,688020
301217.SZ,铜冠铜箔,78.34,PET铜箔;PCB概念;固态电池;锂电池概念;宁德时代概念;5G;比亚迪概念;储能;国企改革;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,10.36911806,5.67507186E9,114573640.0,62.26180613090306,11,64945077716.96,7.6374368E7,1227773480.0,1113199840.0,72.32,82.49,70,78.34,17.596506,33,301217
301511.SZ,德福科技,75.2,PET铜箔;PCB概念;共封装光学(CPO);柔性屏(折叠屏);存储芯片;固态电池;消费电子概念;宁德时代概念;5G;锂电池概念;比亚迪概念;新能源汽车;专精特新;华为数字能源;储能;军工;无人机;华为概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,4.44444444,3.97281183E9,146941150.0,18.649416219627643,20,28172255035.2,5.433207E7,925315040.0,778373890.0,70,76.34,69.5,75.2,9.5,33,301511
002585.SZ,双星新材,7.75,PET铜箔;OLED;锂电池概念;柔性屏(折叠屏);光伏概念;消费电子概念;小米概念;新能源汽车;建筑节能;可降解塑料;华为概念;区块链;参股银行;绿色电力;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.38560411,3.78879401E8,7878501.6000000015,2.785145888594164,16,6872364688.5,4.8740245E7,59751171.0,51872669.4,7.74,8.04,7.62,7.75,5.398457,33,002585
300706.SZ,阿石创,42.5,PET铜箔;OLED;第三代半导体;存储芯片;钙钛矿电池;消费电子概念;HJT电池;芯片概念;小金属概念;超导概念;专精特新;海峡两岸;光伏概念;钒电池;福建自贸区;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,3.91198044,8.13708595E8,58235656.0,10.879206887555444,16,4827819332.5,1.9425802E7,144881512.0,86645856.0,40.71,43,40.16,42.5,6.943765,33,300706
688530.SH,欧莱新材,53.2,PET铜箔;MiniLED;MicroLED概念;芯片概念;HJT电池;钙钛矿电池;专精特新;光伏概念;小金属概念;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,7.04225352,1.17073859E9,16063670.0,45.117294053464285,10,3605800452.8,2.2987589E7,233778920.0,217715250.0,49.22,56.34,47.88,53.2,17.022132,17,688530
301150.SZ,中一科技,68.52,PET铜箔;固态电池;宁德时代概念;锂电池概念;PCB概念;比亚迪概念;专精特新;储能;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,3.86539336,1.26554028E9,74901253.0,21.640333747559023,10,15251624718.84,1.8743548E7,276196296.0,201295043.0,65,70.27,64.28,68.52,9.079884,33,301150
002846.SZ,英联股份,15.4,PET铜箔;固态电池;锂电池概念;新能源汽车;宠物经济;中俄贸易概念;专精特新;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.96463023,1.79746406E8,3347650.0999999996,-4.643962848297202,8,4006395485.4,1.1603124E7,12757316.0,9409665.9,15.45,15.65,15.38,15.4,1.736334,33,002846
